"txid","refid","time","type","subtype","aclass","subclass","asset","wallet","amount","fee","balance"
"LL6H3S-YYJDN-BPKYYT","TS5JAGN-INULU-GNPKO4","2023-11-05 16:22:34","receive","","currency","fiat","EUR","spot / main",5594.3000,82.6700,5511.6368
"LX3LVL-H6CVX-RJGSRK","FTdvoe5-IbqSCnLuQrO8hVJrpRkwTl","2023-11-05 16:23:29","withdrawal","","currency","fiat","EUR","spot / main",-5510.6300,1.0000,0.0068
"LKIXXE-WXD6F-ZBKCTL","STIYLOT-2EVL2-L2D7QW","2023-11-09 09:07:20","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0030314700,0,1.8684246400
"LLDW5Q-BBFKF-DWY32F","STCIZAP-RWZNI-PC3NE4","2023-11-16 10:08:42","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0028502000,0,1.8712748400
"L5BFP2-PWDJX-RM7VXQ","STCQ7N4-UTFVA-VY53XY","2023-11-23 10:08:10","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0028509400,0,1.8741257800
"L6WI4I-ZACKS-25LI5E","FTU6a50-0Asq8SSCKsjZhCRolH6j3X","2023-11-27 12:47:59","deposit","","currency","stable_coin","USDC","spot / main",6000.00000000,0,6000.00008600
"LFR7SU-XLFED-O3UK4P","TSEPZ3J-A4DTP-RTAV7G","2023-11-27 13:14:29","spend","","currency","stable_coin","USDC","spot / main",-6000.00000000,0,0.00008600
"LLCWDS-3XZDO-ZSUD7E","TSEPZ3J-A4DTP-RTAV7G","2023-11-27 13:14:29","receive","","currency","fiat","EUR","spot / main",5480.4400,80.9900,5399.4568
"L4AFN3-XXQCG-UGNC6K","FTVyYX0-Wq3sYJ8f0zmqpSrO3GRZen","2023-11-27 13:15:47","withdrawal","","currency","fiat","EUR","spot / main",-2299.0000,1.0000,3099.4568
"LDFSBW-OGA2O-LWX6XS","FTLXQiC-4y6PXWDyVkNtzIDOsHFCqU","2023-11-27 13:16:05","withdrawal","","currency","fiat","EUR","spot / main",-3098.4500,1.0000,0.0068
"LA4PGM-VPJZT-XRPPPJ","STVZA7A-ZIT2M-4AQVSF","2023-11-30 14:50:23","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0029019700,0,1.8770277500
"LOURTS-M57ZJ-KAB6AV","STA5UEF-WE6OB-4AGLJG","2023-12-07 15:23:11","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0029351200,0,1.8799628700
"LDEPAO-66HBQ-LW4MFV","ST5TFOY-YM2ER-TY4SIY","2023-12-14 15:17:58","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0029432900,0,1.8829061600
"LW3R7E-HF3P6-ILJJOA","STB7WTY-GRLQI-3U2CPB","2023-12-21 08:59:01","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0029839800,0,1.8858901400
"LU34ZV-O26X4-K3H7JO","STQCNI3-ILQ7E-VSSZJD","2023-12-28 12:57:08","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0029852700,0,1.8888754100
