"txid","refid","time","type","subtype","aclass","subclass","asset","wallet","amount","fee","balance"
"LQBSBT-XCQ36-SDBP6X","FTZORp5-tSrtIgDyD8mhxhYZG0010l","2022-09-17 20:10:58","transfer","spotfromfutures","currency","crypto","ETHW","spot / main",0.0000020,0,0.0000020
"L6DI64-Z6ACI-JBIYUZ","STTHFYN-GICG2-B2A663","2022-09-20 17:12:47","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018411300,0,1.6832583500
"LSOYQN-KBQTL-XGFEDP","STOP3NY-3Y4YT-IHAZQS","2022-09-23 17:27:16","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0013822100,0,1.6846405600
"LXGG2P-XTTBB-5AM2S3","FTOASK3-t7nawBRX6jL2ky0v96413y","2022-09-26 12:16:11","deposit","","currency","crypto","FTM","spot / main",1.00000000,0,1.00000578
"L2Q4NR-LZL5K-CPQYO5","FTUsOax-bBevv9FLtTNxrDXbNN7QgT","2022-09-26 12:17:40","deposit","","currency","crypto","FTM","spot / main",17673.00000000,0,17674.00000578
"LYTAPF-AXCZ6-XANW22","TSJNVOH-PZ4PU-RNTXNB","2022-09-26 12:18:21","spend","","currency","crypto","FTM","spot / main",-17674.00000000,0,0.00000578
"LXSNK6-A6XFP-MY7TN2","TSJNVOH-PZ4PU-RNTXNB","2022-09-26 12:18:21","receive","","currency","fiat","EUR","spot / main",4119.5300,60.8800,4058.6568
"LHTRMQ-GHHSI-25HAPD","FTBryDK-IC4X87jJIcMNtnhvF87Db2","2022-09-26 12:22:18","withdrawal","","currency","fiat","EUR","spot / main",-4058.5600,0.0900,0.0068
"LBQ4GL-K6FQ6-7IMPXF","STO74FS-H7M3O-WMQE55","2022-09-27 17:35:21","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018446600,0,1.6864852200
"LG5ANK-I5XIG-7YTFXA","STGJUYD-PZAVR-3V5NEO","2022-09-30 17:25:39","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0013848500,0,1.6878700700
"LHOPSV-AMJPG-CJK5NG","STFJBK2-54UZ2-QK6MHK","2022-10-04 17:39:39","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018481900,0,1.6897182600
"L3OTFS-RAJOI-TV57ZP","ST6D7KU-5VTDR-RRJSFA","2022-10-07 16:34:00","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0013875100,0,1.6911057700
"LZ2IJ2-635JX-CX7JT7","FTHuhwx-OCFvAi6wiGeVHM1sq6Uhuk","2022-10-09 06:09:34","deposit","","currency","crypto","FTM","spot / main",1.00000000,0,1.00000578
"L45IRU-AAC26-WLPTWZ","FTP2TF6-OhHRmjUJvAOZuJFTHFv6A1","2022-10-09 06:11:09","deposit","","currency","crypto","FTM","spot / main",27086.00000000,0,27087.00000578
"LVMZL4-M5RRS-BWELDN","TSTLZHT-OJKXE-NTVCDU","2022-10-09 06:23:14","spend","","currency","crypto","FTM","spot / main",-27087.00000000,0,0.00000578
"LIM34U-TRY5Q-OZF5IJ","TSTLZHT-OJKXE-NTVCDU","2022-10-09 06:23:14","receive","","currency","fiat","EUR","spot / main",6144.0100,90.8000,6053.2168
"L5G3GN-LRAQF-4C2FUJ","FTSaSDB-Jn91mBJURtQG2vrFpix74q","2022-10-09 06:25:26","withdrawal","","currency","fiat","EUR","spot / main",-6053.1200,0.0900,0.0068
"LOXXGF-G5BCX-XHYUZC","STXJAKP-LHWA4-LW4ZEB","2022-10-11 16:46:02","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018517500,0,1.6929575200
"LOJAF5-6IV5W-GAYJXL","STK6EHV-NX7WR-K2P45I","2022-10-14 16:39:18","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0013901800,0,1.6943477000
"LPFYCI-QFVKH-DCRGNZ","STNPN3J-APZRH-KLKAX2","2022-10-18 16:43:20","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018553000,0,1.6962030000
"LQ6NPK-L46AK-OR5Q42","STODJ74-MCHQD-C7CIFS","2022-10-21 16:45:11","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0013928500,0,1.6975958500
"LQGDFJ-HIUV3-3OKZUL","STZ52PL-GZJDO-AOGXOS","2022-10-25 16:53:07","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018588500,0,1.6994547000
"LAPOVP-XM4ZD-45ZA67","STBFLXX-45PKU-W5BPG7","2022-10-28 17:19:44","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0013955200,0,1.7008502200
"LHWWGE-UCR4J-LP6YI6","STDMRW3-AZ2FY-TQCGLC","2022-11-01 17:19:07","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018624100,0,1.7027126300
"LDPXLV-PPQCK-DFY6IN","STCYPRQ-7N5RU-7NFSRV","2022-11-04 17:12:44","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0013981800,0,1.7041108100
"LPAV6F-C77NP-OF3P6K","STRU22G-7S5CM-YWPQEI","2022-11-08 17:33:35","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018659800,0,1.7059767900
"LUXNQT-SQ6CQ-HGK5VZ","STMWIE5-OOQRL-XM5T7Y","2022-11-11 04:54:31","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0014008600,0,1.7073776500
"L5A7HM-UAFSR-SZDSE2","STBYHBP-JHCTK-I4CLTT","2022-11-15 04:57:46","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018697500,0,1.7092474000
"LWIFXZ-CF3D5-TS3I5Q","STQJ2ZF-3WBFA-UQ36C7","2022-11-18 04:59:54","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0014038100,0,1.7106512100
"LMKFVN-2F5M4-PIHWXW","FTUjJAf-FYOsQ2bosrzVdWo2bvV4Hg","2022-11-20 21:50:08","deposit","","currency","crypto","MATIC","spot / main",10.0000000000,0,10.0000000000
"LBJ6Z6-PRE56-42ENWN","FThDcC0-CqGxJCDRo0N8CmmHbUIClP","2022-11-20 21:51:18","deposit","","currency","crypto","MATIC","spot / main",7300.0000000000,0,7310.0000000000
"LQ2BEV-6HQIN-OA3UMD","TSIRNMK-S6GL2-47JEPW","2022-11-20 22:00:14","spend","","currency","crypto","MATIC","spot / main",-7310.0000000000,0,0.0000000000
"L6SHBT-PPEX2-POK4LU","TSIRNMK-S6GL2-47JEPW","2022-11-20 22:00:14","receive","","currency","fiat","EUR","spot / main",5676.8200,83.8900,5592.9368
"LKMTKW-JS5LI-VGBBEN","TSXZAB5-32K6B-PR5XNO","2022-11-21 13:49:11","spend","","currency","fiat","EUR","spot / main",-54.1900,0.8100,5537.9368
"LLWQTQ-RKRXB-LFHHHZ","TSXZAB5-32K6B-PR5XNO","2022-11-21 13:49:11","receive","","currency","crypto","XMR","spot / main",0.4179200000,0,0.4179200000
"L23XEG-RTXOS-VUKKQO","FTQ79ga-ZxBsyUotYxQsoNOWtBTbZe","2022-11-21 13:53:36","withdrawal","","currency","crypto","XMR","spot / main",-0.0099000000,0.0001000000,0.4079200000
"L7RA3I-QVDJG-RPMLQM","FTZcc9y-lY9co6OdxnMXMqmNp7wU4E","2022-11-21 14:29:36","withdrawal","","currency","crypto","XMR","spot / main",-0.4078200000,0.0001000000,0.0000000000
"L36ELY-NNQO4-K2JHYY","FTTLCjf-2EFNczvYBDNNtgpIz39I6F","2022-11-21 14:37:12","withdrawal","","currency","fiat","EUR","spot / main",-9.9100,0.0900,5527.9368
"LL3UTX-U23JJ-T6LUP7","FTXuMWA-YaLLQPcLdmM4e59NBjaUCt","2022-11-21 14:38:15","withdrawal","","currency","fiat","EUR","spot / main",-5527.8400,0.0900,0.0068
"LLKBPQ-UQZQC-IF57U6","STOERMO-CDGDL-HSDZVX","2022-11-22 05:10:27","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018733400,0,1.7125245500
"LUYR7J-5Q7WX-OZIN4I","STKJEJS-7N4JJ-GRK34C","2022-11-25 05:10:04","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0014065000,0,1.7139310500
"L5FKZ6-OJQPI-C7GXVM","STM7S5R-AL2T4-J7HNFQ","2022-11-29 05:17:52","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018769300,0,1.7158079800
"LTNO7V-FXERL-FPIVUV","STX53V6-DVHTT-7I3K45","2022-12-02 05:08:03","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0014091900,0,1.7172171700
"LWHRLN-GFNNT-VNJL42","STKCEEU-SBPBR-7X4DVE","2022-12-06 05:06:33","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018805200,0,1.7190976900
"L3NUH2-WWZ55-YWRVOU","ST7O35U-7RJJM-BMYYPJ","2022-12-09 05:07:43","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0014119000,0,1.7205095900
"LMSOZA-E244H-36SGFC","FTKJAqH-FrLJL310KWGAwKYqfvdyBf","2022-12-10 16:49:14","deposit","","currency","crypto","MATIC","spot / main",10.0000000000,0,10.0000000000
"LNT6HJ-OTZPG-TCJWT7","FTXJO7N-fkAXNLHfRBPVlJ7dmEH028","2022-12-10 16:49:14","deposit","","currency","crypto","MATIC","spot / main",6561.0000000000,0,6571.0000000000
"LNSUXG-S7RSZ-NQA7J3","TSSTHFB-VXWEA-3D3NLY","2022-12-10 16:55:14","spend","","currency","crypto","MATIC","spot / main",-6571.0000000000,0,0.0000000000
"LGD5SH-NINZB-ICTOB3","TSSTHFB-VXWEA-3D3NLY","2022-12-10 16:55:14","receive","","currency","fiat","EUR","spot / main",5685.2600,84.0200,5601.2468
"LVS5GE-OFMTD-NUBE7H","FTEegce-l11F7Y4J6De4qlfhHq7UVy","2022-12-10 16:57:43","withdrawal","","currency","fiat","EUR","spot / main",-5601.1500,0.0900,0.0068
"LB6VY6-WE7AN-BSVZUQ","FTANfPL-YDIEY7XURZML0cEKkN2ZAH","2022-12-10 18:15:01","deposit","","currency","crypto","MATIC","spot / main",160.0000000000,0,160.0000000000
"LQHJUD-V6LO7-KZV5MB","TSZ57NQ-LQN2O-QMQONM","2022-12-10 19:00:52","spend","","currency","crypto","MATIC","spot / main",-160.0000000000,0,0.0000000000
"L3FRU7-ABAAS-5M2XO3","TSZ57NQ-LQN2O-QMQONM","2022-12-10 19:00:52","receive","","currency","fiat","EUR","spot / main",138.2200,2.0400,136.1868
"LQUMA5-NGL3J-QJ7TZY","TSHJQ4D-EU5CI-XFWKAX","2022-12-10 19:01:18","spend","","currency","fiat","EUR","spot / main",-134.1700,2.0100,0.0068
"LCD42P-MX6ZB-EA33KK","TSHJQ4D-EU5CI-XFWKAX","2022-12-10 19:01:18","receive","","currency","crypto","BTC","spot / main",0.0082324500,0,0.0082360500
"LLIWU4-X4OOG-72J64X","FTJ5XR8-89UD7U6FOsV25CEfR7GHUE","2022-12-10 19:11:41","withdrawal","","currency","crypto","BTC","spot / main",-0.0082200000,0.0000100000,0.0000060500
"LBPDHV-3ZEZW-WLZHRC","ST4OBBD-EY5EC-4CAUAP","2022-12-13 05:36:28","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018841300,0,1.7223937200
"LPAHL5-AMOUS-RRWWC5","STN66AZ-H33PH-DG6HD3","2022-12-16 05:25:25","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0014145900,0,1.7238083100
"LCEKHA-3VH4V-J53WE6","STGYAPO-VQ34X-G7GJ72","2022-12-20 05:23:49","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018877400,0,1.7256960500
"L7JD72-LBAO4-BSWUJK","FTfWF2m-fUZ7mPzuEzhuLXW6C0BlqZ","2022-12-22 08:59:40","deposit","","currency","crypto","MATIC","spot / main",7600.0000000000,0,7600.0000000000
"LYRKAZ-5BKGW-LZO22P","TSINIII-SS34M-W2A67A","2022-12-22 09:00:31","spend","","currency","crypto","MATIC","spot / main",-7600.0000000000,0,0.0000000000
"LUZDQX-EN25N-GWSTWN","TSINIII-SS34M-W2A67A","2022-12-22 09:00:31","receive","","currency","fiat","EUR","spot / main",5646.3000,83.4400,5562.8668
"LYS6NI-4SX67-QVYZKC","FTMEhbp-eQCKutLx2opfXu09XamE2X","2022-12-22 09:02:46","withdrawal","","currency","fiat","EUR","spot / main",-5562.7700,0.0900,0.0068
"LO5DBH-RBQN4-FERYR6","STAMJRP-26WGX-IG4BRT","2022-12-23 05:20:44","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0014173100,0,1.7271133600
"LFFNE6-CFXPU-MOUBPA","STVTKFY-JIPGJ-ULMZDB","2022-12-27 05:31:42","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0018913600,0,1.7290047200
"LGFXYZ-P5NPI-P3537B","STPWH6Y-FUPQB-44A7PI","2022-12-30 05:22:48","staking","","currency","staking_on_chain","DOT.S","spot / main",0.0014200300,0,1.7304247500
"LDCQO5-FK55L-237SNV","FTaVHWE-kth97yy6c1xh4nUvd4CFfM","2022-12-30 10:43:45","deposit","","currency","crypto","MATIC","spot / main",184.0000000000,0,184.0000000000
"LN3HQ5-62NRI-SEEG2H","TSOPGDR-5LZFB-NFVB5B","2022-12-30 10:51:03","spend","","currency","crypto","MATIC","spot / main",-184.0000000000,0,0.0000000000
"LJIWVC-LNUFX-EYYUGP","TSOPGDR-5LZFB-NFVB5B","2022-12-30 10:51:03","receive","","currency","fiat","EUR","spot / main",130.4000,1.9300,128.4768
"LQQBKL-O4ROB-5Y4MZC","TSIKPMS-DTWSW-PD2FT6","2022-12-30 10:51:15","spend","","currency","fiat","EUR","spot / main",-126.5700,1.9000,0.0068
"L3QA2G-TRMXV-T2YZCM","TSIKPMS-DTWSW-PD2FT6","2022-12-30 10:51:15","receive","","currency","crypto","BTC","spot / main",0.0081928000,0,0.0081988500
"LDIEAB-Y2LEB-UVA4UQ","FTTZwXI-ylGyzDFMgMqM0KKKms7rWt","2022-12-30 10:56:59","withdrawal","","currency","crypto","BTC","spot / main",-0.0081800000,0.0000100000,0.0000088500
